Series Name,Location,Parameter,Timestamp,Value,Offset
"Surface DO","FS-Surface","DO-sensor",2024-04-13 09:00,9.7059,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 09:00,1.3732,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 09:00,7.9858,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 08:00,1.9954,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 08:00,9.7431,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 08:00,11.3827,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 08:00,9.9193,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 08:00,1.477,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 08:00,7.9695,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 07:00,2.3907,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 07:00,8.6608,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 07:00,11.3029,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 07:00,9.9703,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 07:00,1.4399,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 07:00,7.9117,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 06:00,2.8285,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 06:00,4.3487,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 06:00,11.4188,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 06:00,10.2812,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 06:00,1.4735,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 06:00,7.8324,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 05:00,3.2592,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 05:00,3.354,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 05:00,11.6632,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 05:00,10.4499,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 05:00,1.4111,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 05:00,7.8362,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 04:00,3.614,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 04:00,2.7612,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 04:00,11.7377,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 04:00,10.5445,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 04:00,1.2915,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 04:00,7.9159,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 03:00,3.7642,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 03:00,2.5068,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 03:00,11.7157,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 03:00,10.5965,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 03:00,1.3401,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 03:00,7.928,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 02:00,3.7712,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-04-13 02:00,3.4433,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-04-13 02:00,12.1154,0
"Surface DO","FS-Surface","DO-sensor",2024-04-13 02:00,10.529,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-04-13 02:00,1.2723,0
"Surface pH","FS-Surface","pH-sensor",2024-04-13 02:00,7.8848,0
"Depth","FS-Bottom","Depth-sensor",2024-04-13 01:00,3.6301,-6.46
