Series Name,Location,Parameter,Timestamp,Value,Offset
"Depth","FS-Bottom","Depth-sensor",2024-12-04 23:00,2.4164,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 23:00,29.7402,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 23:00,12.1196,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 23:00,8.7821,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 23:00,0.0192,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 23:00,8.2763,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 22:00,1.955,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 22:00,29.6094,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 22:00,12.095,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 22:00,7.9733,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 22:00,0.0153,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 22:00,8.1801,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 21:00,1.6433,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 21:00,25.3895,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 21:00,11.5722,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 21:00,8.4567,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 21:00,0.019,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 21:00,8.1509,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 20:00,1.4829,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 20:00,18.734,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 20:00,10.7288,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 20:00,8.9067,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 20:00,0.0144,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 20:00,8.1193,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 19:00,1.4992,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 19:00,16.3286,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 19:00,10.8359,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 19:00,9.1755,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 19:00,0.016,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 19:00,8.0791,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 18:00,1.6781,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 18:00,19.1763,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 18:00,10.9021,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 18:00,8.921,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 18:00,0.0149,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 18:00,8.1272,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 17:00,2.0636,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 17:00,25.887,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 17:00,11.6129,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 17:00,8.5144,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 17:00,0.0123,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 17:00,8.1785,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 16:00,2.5012,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 16:00,29.9785,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 16:00,12.1949,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 16:00,8.3772,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 16:00,0.0149,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 16:00,8.2369,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 15:00,2.9289,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 15:00,30.7798,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 15:00,12.3527,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 15:00,8.4459,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 15:00,0.0155,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 15:00,8.2648,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 14:00,3.3525,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 14:00,30.891,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 14:00,12.3505,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 14:00,8.4683,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 14:00,0.0169,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 14:00,8.2686,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 13:00,3.5961,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 13:00,31.2687,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 13:00,12.4197,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 13:00,8.5932,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 13:00,0.0132,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 13:00,8.2883,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 12:00,3.7371,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 12:00,31.2711,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 12:00,12.4047,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 12:00,8.759,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 12:00,0.0153,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 12:00,8.3003,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 11:00,3.5452,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 11:00,31.3312,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 11:00,12.3904,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 11:00,8.7107,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 11:00,0.0158,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 11:00,8.3005,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 10:00,3.4193,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 10:00,31.096,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 10:00,12.3693,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 10:00,8.568,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 10:00,0.0142,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 10:00,8.2763,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 09:00,3.1891,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 09:00,30.8789,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 09:00,12.3025,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 09:00,8.3914,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 09:00,0.0158,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 09:00,8.2521,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 08:00,3.0141,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 08:00,30.7359,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 08:00,12.2405,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 08:00,8.3327,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 08:00,0.0182,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 08:00,8.2353,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 07:00,2.8646,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 07:00,30.4399,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 07:00,12.1418,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 07:00,8.422,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 07:00,0.0139,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 07:00,8.2288,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 06:00,2.8383,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 06:00,30.1165,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 06:00,12.0863,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 06:00,8.5146,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 06:00,0.0148,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 06:00,8.2506,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 05:00,2.8724,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 05:00,30.4901,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 05:00,12.1732,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 05:00,8.4369,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 05:00,0.017,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 05:00,8.2372,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 04:00,3.0113,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 04:00,30.7575,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 04:00,12.2215,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 04:00,8.6525,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 04:00,0.0161,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 04:00,8.2634,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 03:00,3.1321,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 03:00,30.6858,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 03:00,12.2181,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 03:00,8.7361,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 03:00,0.0155,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 03:00,8.2764,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 02:00,3.2215,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 02:00,30.728,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 02:00,12.2367,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 02:00,8.7249,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 02:00,0.0137,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 02:00,8.2764,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 01:00,3.1384,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 01:00,30.7213,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 01:00,12.2209,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 01:00,8.8685,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 01:00,0.0157,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 01:00,8.278,0
"Depth","FS-Bottom","Depth-sensor",2024-12-04 00:00,2.9176,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-04 00:00,30.444,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-04 00:00,12.161,0
"Surface DO","FS-Surface","DO-sensor",2024-12-04 00:00,8.8031,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-04 00:00,0.019,0
"Surface pH","FS-Surface","pH-sensor",2024-12-04 00:00,8.2688,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 23:00,2.6197,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 23:00,30.3895,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 23:00,12.1341,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 23:00,8.8734,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 23:00,0.0178,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 23:00,8.2684,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 22:00,2.2232,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 22:00,29.8506,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 22:00,12.1025,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 22:00,8.7504,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 22:00,0.016,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 22:00,8.2468,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 21:00,1.861,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 21:00,29.3634,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 21:00,11.9275,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 21:00,8.0364,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 21:00,0.0139,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 21:00,8.1531,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 20:00,1.5679,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 20:00,21.86,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 20:00,11.0252,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 20:00,8.8043,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 20:00,0.0161,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 20:00,8.1242,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 19:00,1.4221,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 19:00,18.4524,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 19:00,10.6014,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 19:00,9.2315,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 19:00,0.0125,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 19:00,8.0335,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 18:00,1.4887,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 18:00,15.7314,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 18:00,10.3818,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 18:00,9.3688,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 18:00,0.0151,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 18:00,8.0679,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 17:00,1.7796,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 17:00,21.2718,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 17:00,10.7182,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 17:00,8.8008,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 17:00,0.0113,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 17:00,8.1774,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 16:00,2.179,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 16:00,24.0737,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 16:00,11.2589,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 16:00,8.8042,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 16:00,0.0083,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 16:00,8.1615,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 15:00,2.6751,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 15:00,30.0215,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 15:00,11.9863,0
"Surface DO","FS-Surface","DO-sensor",2024-12-03 15:00,8.4787,0
"Surface Chl-a","FS-Surface","Chl-a Fluorescence-sensor",2024-12-03 15:00,0.0161,0
"Surface pH","FS-Surface","pH-sensor",2024-12-03 15:00,8.2301,0
"Depth","FS-Bottom","Depth-sensor",2024-12-03 14:00,3.131,-6.46
"Surface Salinity","FS-Surface","Salinity-sensor",2024-12-03 14:00,30.8189,0
"Surface Temp","FS-Surface","Temperature-sensor",2024-12-03 14:00,12.0649,0
