Series Name,Location,Parameter,Timestamp,Value,Offset
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 21:00,27.6473,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 21:00,11.2238,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 21:00,8.6322,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 20:00,2.6163,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 20:00,26.1161,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 20:00,11.1236,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 20:00,8.7626,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 19:00,2.2663,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 19:00,25.315,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 19:00,10.9113,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 19:00,8.6608,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 18:00,1.8499,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 18:00,2.762,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 18:00,9.6255,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 18:00,10.491,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 17:00,1.5289,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 17:00,0.2894,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 17:00,9.6221,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 17:00,10.7785,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 16:00,1.3322,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 16:00,0.496,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 16:00,9.7253,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 16:00,10.7819,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 15:00,1.3745,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 15:00,0.9739,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 15:00,9.8028,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 15:00,10.7165,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 14:00,1.5901,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 14:00,2.4936,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 14:00,9.8624,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 14:00,10.5102,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 13:00,1.971,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 13:00,4.2106,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 13:00,9.8864,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 13:00,10.3431,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 12:00,2.4409,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 12:00,9.2171,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 12:00,10.0935,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 12:00,9.7989,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 11:00,2.9043,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 11:00,31.4366,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 11:00,11.4117,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 11:00,7.6908,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 10:00,3.3194,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 10:00,32.3027,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 10:00,11.5004,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 10:00,7.7872,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 09:00,3.5715,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 09:00,32.3178,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 09:00,11.5011,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 09:00,7.8915,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 08:00,3.6595,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 08:00,32.2699,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 08:00,11.5035,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 08:00,7.8113,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 07:00,3.577,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 07:00,32.5375,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 07:00,11.5262,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 07:00,7.7975,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 06:00,3.3159,-6.46
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 06:00,11.4,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 06:00,9.5878,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 05:00,3.0628,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 05:00,32.0649,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 05:00,11.4557,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 05:00,7.7979,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 04:00,2.8164,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 04:00,30.7829,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 04:00,11.4256,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 04:00,7.8026,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 03:00,2.6477,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 03:00,30.654,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 03:00,11.4113,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 03:00,7.9325,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 02:00,2.5905,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 02:00,30.1111,0
"Bottom Temp","FS-Bottom","Temperature-sensor",2025-02-09 02:00,11.3342,0
"Bottom DO","FS-Bottom","DO-sensor",2025-02-09 02:00,7.9358,0
"Depth","FS-Bottom","Depth-sensor",2025-02-09 01:00,2.6417,-6.46
"Bottom Salinity","FS-Bottom","Salinity-sensor",2025-02-09 01:00,30.889,0
